"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"50947-29949","WR","Marvin","Marvin Hall","Hall","4","3","4800","DET@JAC","DET","JAC","","","","",""
"50947-56580","WR","Christian","Christian Blake","Blake","3.0999999046325684","2","4800","ATL@MIN","ATL","MIN","","","","",""
"50947-71032","WR","Devin","Devin Duvernay","Duvernay","3.9200000762939453","5","4800","BAL@PHI","BAL","PHI","","","","",""
"50947-64907","WR","JJ","JJ Arcega-Whiteside","Arcega-Whiteside","2.0999999046325684","2","4800","BAL@PHI","PHI","BAL","","","","",""
"50947-44449","WR","Willie","Willie Snead IV","Snead IV","4.540000152587891","5","4800","BAL@PHI","BAL","PHI","","","","",""
"50947-55748","WR","James","James Washington","Washington","6.050000190734863","4","4800","CLE@PIT","PIT","CLE","","","","",""
"50947-21980","WR","Alshon","Alshon Jeffery","Jeffery","11.188888549804688","9","4800","BAL@PHI","PHI","BAL","O","Foot","","",""
"50947-41475","WR","John","John Ross III","Ross III","1.350000023841858","2","4800","CIN@IND","CIN","IND","","","","",""
"50947-26355","TE","Logan","Logan Thomas","Thomas","4.720000076293945","5","4800","WAS@NYG","WAS","NYG","","","","",""
"50947-27457","WR","Kenny","Kenny Stills","Stills","4.079999923706055","5","4800","HOU@TEN","HOU","TEN","","","","",""
"50947-39818","RB","Wayne","Wayne Gallman Jr.","Gallman Jr.","3.049999952316284","4","4800","WAS@NYG","NYG","WAS","","","","",""
"50947-30733","WR","Cordarrelle","Cordarrelle Patterson","Patterson","3.2400001525878905","5","4700","CHI@CAR","CHI","CAR","","","","",""
"50947-24671","WR","Adam","Adam Humphries","Humphries","9.033333460489908","3","4700","HOU@TEN","TEN","HOU","","","","",""
"50947-69836","WR","Collin","Collin Johnson","Johnson","3.299999952316284","4","4700","DET@JAC","JAC","DET","","","","",""
"50947-88277","RB","Anthony","Anthony McFarland Jr.","McFarland Jr.","3","2","4700","CLE@PIT","PIT","CLE","","","","",""
"50947-71957","WR","Quintez","Quintez Cephus","Cephus","6.349999904632568","2","4700","DET@JAC","DET","JAC","","","","",""
"50947-56711","TE","Drew","Drew Sample","Sample","3.8400001525878906","5","4700","CIN@IND","CIN","IND","","","","",""
"50947-55694","WR","Mike","Mike Thomas","Thomas","3.1799999237060548","5","4700","CIN@IND","CIN","IND","","","","",""
"50947-60861","WR","Damion","Damion Ratley","Ratley","1.6600000381469726","5","4700","WAS@NYG","NYG","WAS","","","","",""
"50947-52808","RB","Dontrell","Dontrell Hilliard","Hilliard","2.5999999046325684","1","4700","CLE@PIT","CLE","PIT","","","","",""
"50947-30297","TE","Trey","Trey Burton","Burton","4.199999809265137","2","4700","CIN@IND","IND","CIN","","","","",""
"50947-72370","RB","J.J.","J.J. Taylor","Taylor","2.633333365122477","3","4700","DEN@NE","NE","DEN","","","","",""
"50947-41741","WR","DaeSean","DaeSean Hamilton","Hamilton","1.566666603088379","3","4700","DEN@NE","DEN","NE","","","","",""
"50947-64339","WR","Auden","Auden Tate","Tate","2.5333333015441895","3","4700","CIN@IND","CIN","IND","D","Shoulder","","",""
"50947-55224","RB","Reggie","Reggie Bonnafon","Bonnafon","7.849999904632568","2","4700","CHI@CAR","CAR","CHI","","","","",""
"50947-28694","TE","Jesse","Jesse James","James","6.949999809265137","2","4600","DET@JAC","DET","JAC","","","","",""
"50947-94262","WR","Antonio","Antonio Gandy-Golden","Gandy-Golden","1.5","2","4600","WAS@NYG","WAS","NYG","","","","",""
"50947-52345","WR","Brandon","Brandon Powell","Powell","0.8399999618530274","5","4600","ATL@MIN","ATL","MIN","","","","",""
"50947-65706","WR","Deontay","Deontay Burnett","Burnett","3.4000000953674316","1","4600","BAL@PHI","PHI","BAL","","","","",""
"50947-40167","RB","Gus","Gus Edwards","Edwards","3.8400001525878906","5","4600","BAL@PHI","BAL","PHI","","","","",""
"50947-70889","RB","Benny","Benny Snell Jr.","Snell Jr.","3.2249999046325684","4","4600","CLE@PIT","PIT","CLE","","","","",""
"50947-28907","WR","Alex","Alex Erickson","Erickson","0.5249999761581421","4","4600","CIN@IND","CIN","IND","","","","",""
"50947-25837","RB","Duke","Duke Johnson","Johnson","3.2666667302449546","3","4600","HOU@TEN","HOU","TEN","","","","",""
"50947-12552","D","Washington","Washington Football Team","Football Team","5.2","5","4600","WAS@NYG","WAS","NYG","","","","",""
"50947-24891","RB","Chris","Chris Thompson","Thompson","5.949999809265137","4","4600","DET@JAC","JAC","DET","","","","",""
"50947-64827","WR","Miles","Miles Boykin","Boykin","3.220000076293945","5","4600","BAL@PHI","BAL","PHI","Q","Thigh","","",""
"50947-55689","RB","Ito","Ito Smith","Smith","1.7799999237060546","5","4600","ATL@MIN","ATL","MIN","","","","",""
"50947-80281","WR","C.J.","C.J. Board","Board","2.2750000953674316","4","4600","WAS@NYG","NYG","WAS","","","","",""
"50947-43433","RB","Boston","Boston Scott","Scott","2.6200000762939455","5","4600","BAL@PHI","PHI","BAL","","","","",""
"50947-62994","WR","Steven","Steven Sims Jr.","Sims Jr.","3.7666667302449546","3","4600","WAS@NYG","WAS","NYG","IR","Toe","","",""
"50947-71359","WR","Javon","Javon Wims","Wims","3.1000000635782876","3","4600","CHI@CAR","CHI","CAR","","","","",""
"50947-25290","RB","Giovani","Giovani Bernard","Bernard","3.9200000762939453","5","4600","CIN@IND","CIN","IND","","","","",""
"50947-54010","RB","Brian","Brian Hill","Hill","6.1400001525878904","5","4600","ATL@MIN","ATL","MIN","","","","",""
"50947-72515","TE","Ian","Ian Thomas","Thomas","2.875","4","4600","CHI@CAR","CAR","CHI","","","","",""
"50947-41867","RB","Jordan","Jordan Wilkins","Wilkins","3.174999952316284","4","4600","CIN@IND","IND","CIN","Q","Calf","","",""
"50947-92168","WR","Damion","Damion Willis","Willis","1.8142856870378767","7","4500","CIN@IND","CIN","IND","","","","",""
"50947-72718","RB","Benny","Benny LeMay","LeMay","0","0","4500","CLE@PIT","CLE","PIT","","","","",""
"50947-14358","WR","Dwayne","Dwayne Harris","Harris","0.40000001589457196","3","4500","HOU@TEN","HOU","TEN","","","","",""
"50947-55323","RB","Jaylen","Jaylen Samuels","Samuels","0.5999999841054281","3","4500","CLE@PIT","PIT","CLE","","","","",""
"50947-57403","WR","Courtland","Courtland Sutton","Sutton","8.100000381469727","1","4500","DEN@NE","DEN","NE","IR","Knee - acl + mcl","","",""
"50947-63550","WR","Isaiah","Isaiah Zuber","Zuber","1.0499999523162842","2","4500","DEN@NE","NE","DEN","","","","",""
"50947-14406","RB","Bruce","Bruce Miller","Miller","0.3499999940395355","2","4500","DET@JAC","JAC","DET","","","","",""
"50947-55366","RB","Qadree","Qadree Ollison","Ollison","5.033333460489909","6","4500","ATL@MIN","ATL","MIN","","","","",""
"50947-64588","WR","DaMarkus","DaMarkus Lodge","Lodge","0","0","4500","CIN@IND","CIN","IND","","","","",""
"50947-68685","WR","Austin","Austin Mack","Mack","0","0","4500","WAS@NYG","NYG","WAS","","","","",""
"50947-57432","WR","Cameron","Cameron Batson","Batson","4.699999809265137","1","4500","HOU@TEN","TEN","HOU","","","","",""
"50947-71783","WR","Sean","Sean Riley","Riley","0","0","4500","DEN@NE","NE","DEN","","","","",""
"50947-79974","RB","Tarik","Tarik Cohen","Cohen","4.833333333333333","3","4500","CHI@CAR","CHI","CAR","IR","Knee - acl","","",""
"50947-79982","RB","Alex","Alex Armah","Armah","0.6000000238418579","4","4500","CHI@CAR","CAR","CHI","","","","",""
"50947-61555","WR","David","David Sills","Sills","0","0","4500","WAS@NYG","NYG","WAS","IR","Foot","","",""
"50947-63603","WR","Jared","Jared Pinkney","Pinkney","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"50947-64627","WR","Scotty","Scotty Washington","Washington","0","0","4500","CIN@IND","CIN","IND","","","","",""
"50947-27771","WR","Cody","Cody Latimer","Latimer","4.153846153846154","13","4500","WAS@NYG","WAS","NYG","","","","",""
"50947-87165","WR","Ahmad","Ahmad Wagner","Wagner","0","0","4500","CHI@CAR","CHI","CAR","","","","",""
"50947-104577","WR","Gunner","Gunner Olszewski","Olszewski","1.600000023841858","1","4500","DEN@NE","NE","DEN","","","","",""
"50947-64641","WR","Darrell","Darrell Stewart","Stewart","0","0","4500","CHI@CAR","CAR","CHI","","","","",""
"50947-47249","WR","Darvin","Darvin Kidsy","Kidsy","0","0","4500","WAS@NYG","WAS","NYG","","","","",""
"50947-63634","WR","Jakobi","Jakobi Meyers","Meyers","1.2000000476837158","1","4500","DEN@NE","NE","DEN","","","","",""
"50947-83091","RB","Trenton","Trenton Cannon","Cannon","-0.10000000149011612","1","4500","CHI@CAR","CAR","CHI","","","","",""
"50947-28827","RB","Dare","Dare Ogunbowale","Ogunbowale","0","1","4500","DET@JAC","JAC","DET","","","","",""
"50947-86178","WR","Dominique","Dominique Dafney","Dafney","0","0","4500","CIN@IND","IND","CIN","","","","",""
"50947-62628","WR","DeAndre","DeAndre Carter","Carter","-0.13999999761581422","5","4500","HOU@TEN","HOU","TEN","","","","",""
"50947-61610","RB","Jacques","Jacques Patrick","Patrick","0","0","4500","CIN@IND","CIN","IND","","","","",""
"50947-139438","RB","Pete","Pete Guerriero","Guerriero","0","0","4500","CHI@CAR","CAR","CHI","","","","",""
"50947-40118","WR","Steven","Steven Mitchell Jr.","Mitchell Jr.","2.3499999046325684","2","4500","HOU@TEN","HOU","TEN","","","","",""
"50947-52409","RB","Jakob","Jakob Johnson","Johnson","3.8499999046325684","2","4500","DEN@NE","NE","DEN","","","","",""
"50947-61631","WR","Olabisi","Olabisi Johnson","Johnson","2.950000047683716","4","4500","ATL@MIN","MIN","ATL","","","","",""
"50947-54472","WR","Cam","Cam Sims","Sims","0.9000000158945719","3","4500","WAS@NYG","WAS","NYG","","","","",""
"50947-70859","TE","Albert","Albert Okwuegbunam","Okwuegbunam","0","0","4500","DEN@NE","DEN","NE","","","","",""
"50947-40148","WR","Ishmael","Ishmael Hyman","Hyman","2.200000047683716","2","4500","CHI@CAR","CAR","CHI","","","","",""
"50947-28890","RB","Derek","Derek Watt","Watt","1.462499976158142","8","4500","CLE@PIT","PIT","CLE","","","","",""
"50947-55514","RB","Buddy","Buddy Howell","Howell","0.5","2","4500","HOU@TEN","HOU","TEN","O","Hamstring","","",""
"50947-130275","WR","Kristian","Kristian Wilkerson","Wilkerson","0","0","4500","DEN@NE","NE","DEN","","","","",""
"50947-52451","RB","Samaje","Samaje Perine","Perine","0","1","4500","CIN@IND","CIN","IND","","","","",""
"50947-130274","WR","Isaiah","Isaiah Coulter","Coulter","0","0","4500","HOU@TEN","HOU","TEN","IR","Neck","","",""
"50947-40164","WR","Shelton","Shelton Gibson","Gibson","0","0","4500","WAS@NYG","WAS","NYG","","","","",""
"50947-69860","RB","Trayveon","Trayveon Williams","Williams","0","0","4500","CIN@IND","CIN","IND","","","","",""
"50947-130276","WR","Mason","Mason Kinsey","Kinsey","0","0","4500","DEN@NE","NE","DEN","","","","",""
"50947-130281","WR","Zimari","Zimari Manning","Manning","0","0","4500","DEN@NE","DEN","NE","","","","",""
"50947-130284","WR","Marvelle","Marvelle Ross","Ross","0","0","4500","DET@JAC","JAC","DET","","","","",""
"50947-45299","RB","David","David Fluellen","Fluellen","0","0","4500","HOU@TEN","TEN","HOU","","","","",""
"50947-44280","WR","JoJo","JoJo Natson","Natson","0.10000000397364299","3","4500","CLE@PIT","CLE","PIT","IR","Knee - acl","","",""
"50947-45307","WR","Rodney","Rodney Adams","Adams","0","0","4500","CHI@CAR","CHI","CAR","","","","",""
"50947-88317","RB","Javon","Javon Leake","Leake","0","0","4500","WAS@NYG","NYG","WAS","","","","",""
"50947-69884","RB","Darius","Darius Anderson","Anderson","0","0","4500","CIN@IND","IND","CIN","","","","",""
"50947-72961","WR","Anthony","Anthony Johnson","Johnson","0","0","4500","CLE@PIT","PIT","CLE","","","","",""
"50947-12547","D","Pittsburgh","Pittsburgh Steelers","Steelers","9","4","4500","CLE@PIT","PIT","CLE","","","","",""
"50947-130315","WR","Chris","Chris Rowland","Rowland","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"50947-130317","WR","Juwan","Juwan Green","Green","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"50947-130318","RB","Mikey","Mikey Daniel","Daniel","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"50947-64786","RB","Ryquell","Ryquell Armstead","Armstead","3.1571429116385326","14","4500","DET@JAC","JAC","DET","IR","Illness","","",""
"50947-86295","RB","Michael","Michael Warren II","Warren II","0","0","4500","BAL@PHI","PHI","BAL","","","","",""
"50947-33047","WR","Chris","Chris Moore","Moore","0.7199999809265136","5","4500","BAL@PHI","BAL","PHI","Q","Thigh","","",""
"50947-130326","WR","Manasseh","Manasseh Bailey","Bailey","0","0","4500","BAL@PHI","PHI","BAL","","","","",""
"50947-130329","RB","Luke","Luke Sellers","Sellers","0","0","4500","DET@JAC","DET","JAC","","","","",""
"50947-68890","WR","Devin","Devin Gray","Gray","0","0","4500","ATL@MIN","ATL","MIN","","","","",""
"50947-60704","WR","Derrick","Derrick Dillon","Dillon","0","0","4500","WAS@NYG","NYG","WAS","","","","",""
"50947-130336","RB","Sandro","Sandro Platzgummer","Platzgummer","0","0","4500","WAS@NYG","NYG","WAS","","","","",""
"50947-91426","WR","Donovan","Donovan Peoples-Jones","Peoples-Jones","0","2","4500","CLE@PIT","CLE","PIT","","","","",""
"50947-130338","WR","Rysen","Rysen John","John","0","0","4500","WAS@NYG","NYG","WAS","","","","",""
"50947-31015","WR","DeAndrew","DeAndrew White","White","1.1833333174387615","6","4500","BAL@PHI","BAL","PHI","IR","Undisclosed","","",""
"50947-57640","RB","Napoleon","Napoleon Maxwell","Maxwell","0","0","4500","CHI@CAR","CHI","CAR","","","","",""
"50947-130345","WR","Michael","Michael Dereus","Dereus","0","0","4500","BAL@PHI","BAL","PHI","","","","",""
"50947-89384","WR","De'Michael","De'Michael Harris","Harris","0","0","4500","CIN@IND","IND","CIN","","","","",""
"50947-130351","RB","Bronson","Bronson Rechsteiner","Rechsteiner","0","0","4500","BAL@PHI","BAL","PHI","","","","",""
"50947-130350","WR","Jaylon","Jaylon Moore","Moore","0","0","4500","BAL@PHI","BAL","PHI","","","","",""
"50947-85306","WR","KhaDarel","KhaDarel Hodge","Hodge","2.199999968210856","3","4500","CLE@PIT","CLE","PIT","IR","Hamstring","","",""
"50947-56648","RB","Jeremy","Jeremy McNichols","McNichols","1.3250000476837158","4","4500","HOU@TEN","TEN","HOU","","","","",""
"50947-56649","WR","Sean","Sean Modster","Modster","0","0","4500","BAL@PHI","BAL","PHI","","","","",""
"50947-34125","WR","Geremy","Geremy Davis","Davis","2.6500000953674316","2","4500","DET@JAC","DET","JAC","","","","",""
"50947-52560","WR","Geronimo","Geronimo Allison","Allison","3.8933334350585938","15","4500","DET@JAC","DET","JAC","IR","Opt out","","",""
"50947-52591","RB","Rodney","Rodney Smith","Smith","0","0","4500","CHI@CAR","CAR","CHI","","","","",""
"50947-63855","WR","K.J.","K.J. Osborn","Osborn","0","3","4500","ATL@MIN","MIN","ATL","O","Hamstring","","",""
"50947-22898","RB","Brandon","Brandon Bolden","Bolden","3.093333435058594","15","4500","DEN@NE","NE","DEN","IR","Opt out","","",""
"50947-64892","RB","Bryce","Bryce Love","Love","0","0","4500","WAS@NYG","WAS","NYG","IR","Knee","","",""
"50947-71039","WR","Kelvin","Kelvin Harmon","Harmon","3.995384509746845","13","4500","WAS@NYG","WAS","NYG","IR","Knee - acl","","",""
"50947-70019","RB","Tavien","Tavien Feaster","Feaster","0","0","4500","DET@JAC","DET","JAC","","","","",""
"50947-64901","RB","Cameron","Cameron Scarlett","Scarlett","0","0","4500","HOU@TEN","TEN","HOU","","","","",""
"50947-64905","WR","Trenton","Trenton Irwin","Irwin","0","0","4500","CIN@IND","CIN","IND","","","","",""
"50947-28055","WR","Amara","Amara Darboh","Darboh","0","0","4500","CLE@PIT","PIT","CLE","","","","",""
"50947-41370","WR","Trevor","Trevor Davis","Davis","1.7428571156093053","14","4500","CHI@CAR","CHI","CAR","","","","",""
"50947-41371","RB","Khalfani","Khalfani Muhammad","Muhammad","0","0","4500","DEN@NE","DEN","NE","","","","",""
"50947-71066","RB","Devwah","Devwah Whaley","Whaley","0","0","4500","CIN@IND","CIN","IND","","","","",""
"50947-64926","WR","Michael","Michael Jacquet III","Jacquet III","0","0","4500","BAL@PHI","PHI","BAL","","","","",""
"50947-47523","WR","Tajae","Tajae Sharpe","Sharpe","0","1","4500","ATL@MIN","MIN","ATL","","","","",""
"50947-60838","WR","Andre","Andre Baccellia","Baccellia","0","0","4500","DEN@NE","NE","DEN","","","","",""
"50947-80299","RB","Patrick","Patrick Ricard","Ricard","2.366666634877523","3","4500","BAL@PHI","BAL","PHI","","","","",""
"50947-62891","WR","Omar","Omar Bayless","Bayless","0","0","4500","CHI@CAR","CAR","CHI","IR","Knee","","",""
"50947-60849","WR","Blake","Blake Lynch","Lynch","0","0","4500","ATL@MIN","MIN","ATL","","","","",""
"50947-64949","WR","Ja'Marcus","Ja'Marcus Bradley","Bradley","0","0","4500","CLE@PIT","CLE","PIT","","","","",""
"50947-64962","RB","LeVante","LeVante Bellamy","Bellamy","0","0","4500","DEN@NE","DEN","NE","IR","Knee","","",""
"50947-72133","WR","Antoine","Antoine Wesley","Wesley","0","0","4500","BAL@PHI","BAL","PHI","IR","Shoulder","","",""
"50947-55750","WR","Chris","Chris Lacy","Lacy","1.875","4","4500","DET@JAC","DET","JAC","","","","",""
"50947-31184","RB","Jonathan","Jonathan Williams","Williams","9.475000381469727","4","4500","WAS@NYG","WAS","NYG","","","","",""
"50947-54741","WR","Seth","Seth Roberts","Roberts","1.6999999682108562","3","4500","CHI@CAR","CAR","CHI","","","","",""
"50947-103901","WR","Davion","Davion Davis","Davis","0","0","4500","ATL@MIN","MIN","ATL","","","","",""
"50947-73180","WR","Binjimen","Binjimen Victor","Victor","0","0","4500","WAS@NYG","NYG","WAS","","","","",""
"50947-103902","WR","Alexander","Alexander Hollins","Hollins","2.799999952316284","2","4500","ATL@MIN","MIN","ATL","","","","",""
"50947-6627","WR","Ted","Ted Ginn Jr.","Ginn Jr.","1.375","4","4500","CHI@CAR","CHI","CAR","","","","",""
"50947-32235","WR","Marcus","Marcus Johnson","Johnson","5","2","4500","CIN@IND","IND","CIN","","","","",""
"50947-60910","WR","Dede","Dede Westbrook","Westbrook","0.8999999761581421","1","4500","DET@JAC","JAC","DET","","","","",""
"50947-32243","WR","Marquise","Marquise Goodwin","Goodwin","4.012499809265137","8","4500","BAL@PHI","PHI","BAL","IR","Opt out","","",""
"50947-60915","RB","Rodney","Rodney Anderson","Anderson","0","0","4500","CIN@IND","CIN","IND","","","","",""
"50947-103943","WR","Trinity","Trinity Benson","Benson","0","0","4500","DEN@NE","DEN","NE","","","","",""
"50947-88590","RB","Scottie","Scottie Phillips","Phillips","0","0","4500","HOU@TEN","HOU","TEN","","","","",""
"50947-69150","WR","Jordan","Jordan Veasy","Veasy","0","0","4500","WAS@NYG","WAS","NYG","","","","",""
"50947-54817","WR","Diontae","Diontae Spencer","Spencer","0.30000001192092896","4","4500","DEN@NE","DEN","NE","","","","",""
"50947-60963","WR","TreVontae","TreVontae Hights","Hights","0","0","4500","CHI@CAR","CAR","CHI","","","","",""
"50947-33320","RB","Senorise","Senorise Perry","Perry","0.8999999761581421","1","4500","HOU@TEN","TEN","HOU","IR","Undisclosed","","",""
"50947-52776","WR","Marcus","Marcus Green","Green","0","0","4500","BAL@PHI","PHI","BAL","","","","",""
"50947-69164","WR","Kyle","Kyle Williams","Williams","0","0","4500","HOU@TEN","TEN","HOU","","","","",""
"50947-60977","RB","Ty'Son","Ty'Son Williams","Williams","0","0","4500","BAL@PHI","BAL","PHI","","","","",""
"50947-57909","RB","Marlon","Marlon Mack","Mack","7.099999904632568","1","4500","CIN@IND","IND","CIN","IR","Achilles","","",""
"50947-103995","WR","Alex","Alex Wesley","Wesley","0","0","4500","CHI@CAR","CHI","CAR","","","","",""
"50947-64061","WR","Johnathon","Johnathon Johnson","Johnson","0","0","4500","WAS@NYG","WAS","NYG","","","","",""
"50947-103996","WR","Reggie","Reggie White Jr.","White Jr.","0","0","4500","WAS@NYG","NYG","WAS","","","","",""
"50947-27199","RB","Marcus","Marcus Murphy","Murphy","0","0","4500","CHI@CAR","CAR","CHI","","","","",""
"50947-70206","RB","Jason","Jason Huntley","Huntley","0.10000000149011612","1","4500","BAL@PHI","PHI","BAL","","","","",""
"50947-103998","WR","Thomas","Thomas Ives","Ives","0","0","4500","CHI@CAR","CHI","CAR","","","","",""
"50947-64065","WR","Emanuel","Emanuel Hall","Hall","0","0","4500","WAS@NYG","WAS","NYG","IR","Achilles","","",""
"50947-69184","WR","Dillon","Dillon Mitchell","Mitchell","0","0","4500","ATL@MIN","MIN","ATL","","","","",""
"50947-32331","RB","Tra","Tra Carson","Carson","4.300000190734863","2","4500","DET@JAC","DET","JAC","","","","",""
"50947-104012","WR","Ashton","Ashton Dulin","Dulin","1.3250000476837158","4","4500","CIN@IND","IND","CIN","","","","",""
"50947-62042","WR","Deon","Deon Cain","Cain","1.5363636016845703","11","4500","CLE@PIT","PIT","CLE","","","","",""
"50947-69213","WR","Michael","Michael Pittman Jr.","Pittman Jr.","3.933333396911621","3","4500","CIN@IND","IND","CIN","IR","Lower leg","","",""
"50947-27229","RB","Ameer","Ameer Abdullah","Abdullah","0","2","4500","ATL@MIN","MIN","ATL","","","","",""
"50947-22113","RB","Alfred","Alfred Morris","Morris","0.4000000059604645","1","4500","WAS@NYG","NYG","WAS","","","","",""
"50947-54885","WR","Artavis","Artavis Scott","Scott","0","0","4500","CIN@IND","IND","CIN","","","","",""
"50947-55912","WR","Saeed","Saeed Blacknall","Blacknall","0","0","4500","CLE@PIT","PIT","CLE","","","","",""
"50947-38509","RB","Wendell","Wendell Smallwood","Smallwood","1.7272727272727273","11","4500","CLE@PIT","PIT","CLE","","","","",""
"50947-55940","WR","Chad","Chad Hansen","Hansen","0","0","4500","HOU@TEN","HOU","TEN","","","","",""
"50947-61060","RB","Devine","Devine Ozigbo","Ozigbo","6.5","1","4500","DET@JAC","JAC","DET","IR","Hamstring","","",""
"50947-27273","RB","Andy","Andy Janovich","Janovich","0.9000000158945719","3","4500","CLE@PIT","CLE","PIT","","","","",""
"50947-61072","WR","Stanley","Stanley Morgan","Morgan","0.6599999904632569","5","4500","CIN@IND","CIN","IND","","","","",""
